ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,id,ENTITY_ID,"Alpha-2 code","Alpha-3 code"
1444,1861,"LR03 core",58.57,-75.22,160,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1147,1861,CA,CAN
1445,1862,"LT01 core",59.14,-75.15,150,"lake sediment","Pollen slide",concentration,author,"central core",2021-02-15,169,1148,1862,CA,CAN
1446,1863,"Taul Muced core",47.5739,24.5446,1340,"bog sediment",Sieved,concentration,author,"central core",2021-12-01,13,1149,1863,RO,ROU
1447,1864,"Appleman Lake core",41.6233309,-85.2128058,293,"lake sediment",Sieved,concentration,author,"central core",2021-12-01,34,1150,1864,US,USA
1448,1865,"Bass Lake core",45.1975,-94.8791,361,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1151,1865,US,USA
1449,1866,"Camp Lake core",45.1593,-94.0916,316,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1152,1866,US,USA
1450,1867,"Crystal Lake core",44.3339,-93.2113,284,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1153,1867,US,USA
1451,1868,"Amber Lake core",43.6053,-94.4725,351,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1154,1868,US,USA
1452,1869,"Eagle CC core",44.8087,-93.9336,294,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1155,1869,US,USA
1453,1870,"Lake Emily core",44.314,-93.9143,344,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1156,1870,US,USA
1454,1871,"Fuller Lake core",45.4206,-94.0743,292,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1157,1871,US,USA
1455,1872,"Goose MC core",44.9855,-94.5863,334,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1158,1872,US,USA
1456,1873,"Hunt RC core",44.3314,-93.4454,327,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1159,1873,US,USA
1457,1874,"Kelly Dudley Lake core",44.3523,-93.3708,321,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1160,1874,US,USA
1458,1875,"Minnreg Lake core",44.6905,-93.3197,-999999,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1161,1875,US,USA
1459,1876,"Murphy Lake SLC core",44.7105,-93.3417,411,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1162,1876,US,USA
1460,1877,"Lake Martha WC core",45.1422,-93.7392,295,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1163,1877,US,USA
1461,1878,"Union Lake RC core",44.4611,-93.3074,306,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1164,1878,US,USA
1462,1879,"Lily Lake WC core",44.1912,-93.6401,311,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1165,1879,US,USA
1463,1880,"Fish Lake LSC core",44.2274,-93.6648,310,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1166,1880,US,USA
1464,1881,"Fish Lake Scott core",44.6492,-93.4597,288,"lake sediment",Sieved,concentration,author,-999999,2021-02-16,11,1167,1881,US,USA
1465,1882,LC,54.295,22.0592,147,"bog sediment","Pollen slide",concentration,author,"marginal core",2021-12-07,6,1168,1882,PL,POL
1466,1883,"Chopper Lake core",66.00225,-146.27532,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1169,1883,US,USA
1467,1884,"Epilobium Lake core",65.97248,-145.56712,366,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1170,1884,US,USA
1468,1885,"Granger Lake core",66.05754,-145.65209,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1171,1885,US,USA
1469,1886,"Jonah Lake core",66.068,-145.08488,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1172,1886,US,USA
1470,1887,"Landing Lake core",65.90337,-145.77707,394,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1173,1887,US,USA
1471,1888,"Latitude Lake core",65.92689,-146.14223,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1174,1888,US,USA
1472,1889,"Lucky Lake core",66.01737,-145.52501,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1175,1889,US,USA
1473,1890,"Noir Lake core",66.00261,-145.92613,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1176,1890,US,USA
1474,1891,"Picea Lake core",65.88162,-145.58768,269,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1177,1891,US,USA
1475,1892,"Reunion Lake core",66.00925,-146.1078,306,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1178,1892,US,USA
1476,1893,"Robinson Lake core",65.97158,-145.69925,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1179,1893,US,USA
1477,1894,"Screaming Lynx Lake core",66.06815,-145.4044,276,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1180,1894,US,USA
1478,1895,"West Crazy Lake core",65.89142,-145.62195,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1181,1895,US,USA
1479,1896,"Windy Lake core",66.04169,-145.75471,-999999,"lake sediment",Sieved,"raw count",author,"central core",2021-02-18,113,1182,1896,US,USA
1491,1910,"Crooked Pond core",41.891667,70.65,28,"lake sediment",Sieved,concentration,author,-999999,2021-03-01,11,1183,1910,KG,KGZ
1492,1911,"Big Spirit Lake core",43.48462,-95.10617,449,"lake sediment",Sieved,concentration,author,-999999,2021-03-01,152,1184,1911,US,USA
1493,1912,"Bass Lake FC core",43.82053,-94.07825,314,"lake sediment",Sieved,concentration,author,-999999,2021-03-01,152,1185,1912,US,USA
1494,1913,"Fox Lake MC core",43.67528,-94.69222,381,"lake sediment",Sieved,concentration,author,-999999,2021-03-01,152,1186,1913,US,USA
1495,1914,"Duck Pond Wellfleet core",41.932448,-70.000651,2.5,"lake sediment","GRAVIMETRIC chemical assay (Winkler method)",influx,author,"central core",2021-03-01,256,1187,1914,US,USA
1496,1915,"Lily Pond NS core",42.4181,-72.3468,303,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-01,23,1188,1915,US,USA
1497,1916,"Mansell Pond core MS660",45.04167,-68.733,58,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-01,23,1189,1916,US,USA
1500,1919,"Wickett Pond core",42.57,-72.43167,330,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-01,23,1190,1919,US,USA
1501,1920,"Piermont Marsh core",41,-73.9167,29,"bog sediment","Pollen slide",concentration,author,"central core",2021-03-01,23,1191,1920,US,USA
1502,1921,"Spruce Pond core",41.2394,-74.204167,223,"lake sediment","Pollen slide",influx,author,"central core",2021-03-01,149,1192,1921,US,USA
1503,1922,"Sutherland Pond core",41.3914,-74.0377,380,"lake sediment","Pollen slide",influx,author,"central core",2021-03-01,149,1193,1922,US,USA
1504,1923,"Lac Nans core",50.3686388888889,-74.30591667,431,"lake sediment",Sieved,"raw count","Global Charcoal Database Version 4","central core",2021-03-02,182,1194,1923,CA,CAN
1505,1924,"Jingjie section",38.74,110.18,1159,soil,"Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,22,1195,1924,CN,CHN
1506,1925,"Wangjiadian profile",36.1,114.4,67,"fluvial/alluvial sediment","Pollen slide",concentration,"digitized from publication","central core",2021-03-04,22,1196,1925,CN,CHN
1507,1926,"Zhangjiadian profile",36.16,114.16,103,"fluvial/alluvial sediment","Pollen slide",concentration,"digitized from publication","central core",2021-03-04,22,1197,1926,CN,CHN
1508,1927,"Huangdong reservoir",22.95,114.57,-999999,"lake sediment","Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,22,1198,1927,CN,CHN
1509,1928,"Gangxi profile",33.4,119.55,-999999,soil,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",other,"digitized from publication","marginal core",2021-03-04,109,1199,1928,CN,CHN
1510,1929,Dingnan,24.75,115.03,250,"bog sediment","Pollen slide",other,"digitized from publication",-999999,2021-03-04,97,1200,1929,CN,CHN
1511,1930,"Shuangchi Maar Lake core BL2",19.94,110.19,40,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-04,123,1201,1930,CN,CHN
1512,1931,"Duancun profile",38.84,115.99,7.97,"lake sediment","Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,22,1202,1931,CN,CHN
1513,1932,"Chichi peat core",42,128,1832,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,"digitized from publication",-999999,2021-03-04,263,1203,1932,CN,CHN
1514,1933,"Haerbaling peat core",43.3,128.6,550,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,"digitized from publication",-999999,2021-03-04,263,1204,1933,CN,CHN
1515,1934,"Jinchuan peat core",42.3,126.4,614,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,"digitized from publication","central core",2022-01-05,263,1205,1934,CN,CHN
1516,1935,"Yuanchi peat core",42,128.4,1282,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,"digitized from publication",-999999,2021-03-04,263,1206,1935,CN,CHN
1517,1936,"Shenjiadian peatland core",46.58,130.66,-999999,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",influx,"digitized from publication","central core",2021-03-04,264,1207,1936,CN,CHN
1518,1937,"Chiba Lake core",29.58,113,-999999,"lake sediment","Pollen slide",concentration,"digitized from publication","central core",2021-03-04,22,1208,1937,CN,CHN
1519,1938,"Tian'e zhou",29.85,112.57,-999999,"lake sediment","Pollen slide",concentration,"digitized from publication","central core",2021-03-04,22,1209,1938,CN,CHN
1520,1939,"Zhongzhouzi Lake core",29.8,112.75,-999999,"lake sediment","Pollen slide",concentration,"digitized from publication","central core",2021-03-04,22,1210,1939,CN,CHN
1521,1940,"Nanguanzhuang profile",34.43,107.75,-999999,soil,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,22,1211,1940,CN,CHN
1522,1941,"Motianling peatland MP2",47.37,120.65,1645,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",influx,"digitized from publication","marginal core",2021-03-04,265,1212,1941,CN,CHN
1523,1942,"Boluo Pond core",44.38,124.82,-999999,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",influx,"digitized from publication",-999999,2021-03-04,265,1213,1942,CN,CHN
1524,1943,"Jiandi Pond core",45,122.34,-999999,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",influx,"digitized from publication",-999999,2021-03-04,265,1214,1943,CN,CHN
1525,1944,"Wulan Pond core",45.15,121.95,-999999,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",influx,"digitized from publication",-999999,2021-03-04,265,1215,1944,CN,CHN
1526,1945,"Nam Co unnamed swamp",30.92,90.88,4718,"bog sediment","Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,22,1216,1945,CN,CHN
1527,1946,"Jiqitan profile",40.11,114.45,850,soil,"Pollen slide",concentration,author,"marginal core",2021-03-04,12,1217,1946,CN,CHN
1528,1947,"Dongxiafeng North profile",35.25,111.35,500,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication","marginal core",2021-03-04,22,1218,1947,CN,CHN
1529,1948,"Dongxiafeng South profile",35.15,111.35,500,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication","marginal core",2021-03-04,22,1219,1948,CN,CHN
1530,1949,"Ertangcun profile",35.15,107.8,1050,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication","marginal core",2021-03-04,22,1220,1949,CN,CHN
1531,1950,"Jiangyangcun profile",34.47,107.88,685,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication","marginal core",2021-03-04,22,1221,1950,CN,CHN
1532,1951,"Xujiannian profile",35.4,105.8,1620,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication","marginal core",2021-03-04,22,1222,1951,CN,CHN
1533,1952,"SMP Core",26.58,114.08,1269,"bog sediment","Pollen slide",concentration,author,-999999,2021-03-04,134,1223,1952,CN,CHN
1534,1953,"Qingpu site",31.13,120.91,6,soil,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,123,1224,1953,CN,CHN
1535,1954,"Xingyun Lake core",24.33,102.77,1723,"lake sediment",Sieved,influx,"digitized from publication","marginal core",2021-03-04,28,1225,1954,CN,CHN
1536,1955,"Sayram Lake core SLMH-2009",44.58,81.15,2071.9,"lake sediment","Pollen slide",concentration,"digitized from publication","central core",2021-03-04,22,1226,1955,CN,CHN
1537,1956,"Jinchuan peat bog composite",42.37,126.43,662,"bog sediment","Pollen slide",concentration,author,-999999,2021-03-04,6,1227,1956,CN,CHN
1537,1957,"Jinchuan peat core_gao",42.3,126.4,614,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,"digitized from publication",-999999,2021-03-04,263,1228,1957,CN,CHN
1538,1958,"Jiangxigou NO.2",36.59,100.3,3312,soil,"Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,22,1229,1958,CN,CHN
1539,1959,"Lake Naleng core",31.1,99.75,4200,"lake sediment","Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,134,1230,1959,CN,CHN
1540,1960,"Pingwang core",30.98,120.58,1.3,soil,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,22,1231,1960,CN,CHN
1541,1961,"Erlongwan core",42.3,126.38,724,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-04,22,1232,1961,CN,CHN
1542,1962,"Xindian section",34.38,107.8,608,loess,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,123,1233,1962,CN,CHN
1543,1963,"Wadian ruins",34.19,113.4,-999999,soil,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication",-999999,2021-03-04,134,1234,1963,CN,CHN
1544,1964,"Lugu Lake Core LGH-2",27.68,100.8,2692.2,"lake sediment","Pollen slide",influx,"digitized from publication","central core",2021-03-04,245,1235,1964,CN,CHN
1545,1965,"Bataigou profile",40.83,113.38,1280,"lake sediment","Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,22,1236,1965,CN,CHN
1546,1966,"Sanyangzhuang profile",35.73,114.77,57,soil,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,22,1237,1966,CN,CHN
1547,1967,"Liangzhu core",30.47,120.07,-999999,soil,Sieved,concentration,"digitized from publication","marginal core",2021-03-04,22,1238,1967,CN,CHN
1548,1968,"Tianluoshan core 1402",30.02,121.38,-999999,soil,"Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,25,1239,1968,CN,CHN
1549,1969,"Gaoyao County peatlands Core GY1_micro",22.9,112.34,29,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1240,1969,CN,CHN
1549,1970,"Gaoyao County peatlands Core GY1_macro",22.9,112.34,29,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1241,1970,CN,CHN
1550,1971,"Gutian wetland Core GT-2_micro",26.09,110.37,1677,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1242,1971,CN,CHN
1550,1972,"Gutian wetland Core GT-2_macro",26.09,110.37,1677,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1243,1972,CN,CHN
1551,1973,"Lantianyan peat bog Core LTY_micro",28.43,119.31,902,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1244,1973,CN,CHN
1551,1974,"Lantianyan peat bog Core LTY_macro",28.43,119.31,902,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1245,1974,CN,CHN
1552,1975,"Shuizhuyang peat bog Core SZY_micro",26.77,119.03,1007,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1246,1975,CN,CHN
1552,1976,"Shuizhuyang peat bog Core SZY_macro",26.77,119.03,1007,"bog sediment","Pollen slide",concentration,author,-999999,2021-11-14,22,1247,1976,CN,CHN
1553,1977,"Gushantun peatland",42.31,126.28,500,"bog sediment","Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,22,1248,1977,CN,CHN
1554,1978,"Gonghe Basin KE section",35.65,101.1,3780,soil,"Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,22,1249,1978,CN,CHN
1555,1979,"Wengniute County section",34.57,109.53,-999999,loess,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,author,"marginal core",2021-03-04,109,1250,1979,CN,CHN
1556,1980,"Xiangcheng section",33.95,113.48,-999999,loess,"Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)",concentration,"digitized from publication","marginal core",2021-03-04,109,1251,1980,CN,CHN
1557,1981,"BD soil profile",33.66,107.795,NULL,soil,Sieved,concentration,"digitized from publication",-999999,2021-03-04,263,1252,1981,CN,CHN
1558,1982,"BN soil profile",33.66,107.795,NULL,soil,Sieved,concentration,"digitized from publication",-999999,2021-03-04,263,1253,1982,CN,CHN
1559,1983,"FD soil profile",33.66,107.795,NULL,soil,Sieved,concentration,"digitized from publication",-999999,2021-03-04,263,1254,1983,CN,CHN
1560,1984,"Kuahuqiao site",30.15,120.22,-999999,soil,"Pollen slide",concentration,"digitized from publication","marginal core",2021-03-04,25,1255,1984,CN,CHN
1561,1985,"Fuxian Lake",24.42,102.87,1721,"lake sediment","Pollen slide",influx,"digitized from publication","marginal core",2021-03-04,28,1256,1985,CN,CHN
1562,1986,"Ma Jia Yuan",36.03,108.17,1400,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication",-999999,2021-03-04,22,1257,1986,CN,CHN
1563,1987,"Wu Li Pu",32.43,107.75,608,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication",-999999,2021-03-04,22,1258,1987,CN,CHN
1564,1988,"Chang Cheng Yuan",35.87,106.78,1400,loess,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication",-999999,2021-03-04,134,1259,1988,CN,CHN
